Documento	Id
PF , em ação conjunta com a Receita , apreende droga dentro de cosméticos	407
Polícia Federal e APPA realizam fiscalização ambiental no Porto de Paranaguá	408
PF desarticula associação criminosa voltada para a prática de crimes ambientais e agrários em terras da União	409
Polícia Federal prende em flagrante negociador de diamantes	410
PF apreende droga dentro de adega para vinhos	411
FICCO - UBERABA , GFRON , PMMT e COD - PM GO apreendem mais de 26 kg de pasta base de cocaína	412
A Polícia Federal apreendeu 250 quilos de cocaína em Ponta Porã MS	413
PF prende foragido por tráfico internacional de drogas	414
PF apreende cocaína dentro de edredons	415
Polícia Federal apreende mais de 3 , 5 kg de cocaína em dois aeroportos do Amazonas	416
PF apreende carretas com 60 m de madeira em porto de Manaus	417
Polícia Federal esclarece sobre prazos migratórios	418
PF deflagrou a Operação Expresso 155 de combate tráfico de drogas interestadual	419
PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS	420
Polícia Federal apreende mais de R 250 mil em moeda falsa	421
Polícia Federal combate contrabando em Campinas	422
Polícia Federal deflagra Operação Quarta Parcela no combate a fraudes contra benefícios emergenciais	423
Polícia Federal desarticula facção criminosa estabelecida na região da Serra Gaúcha	424
Polícia Federal cumpre mais um mandado de prisão preventiva referente à Operação Enterprise	425
Operação Estoque Zero investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid - 19	426
PF investiga grupo criminoso que cobrava para influir em órgãos públicos no DF	427
Polícia Federal deflagra Operação Ossobuco para investigar fraudes em contratos firmados entre empresas e hospitais federais sediados no Rio de Janeiro	428
Operação Escambo investiga envolvido em tráfico de drogas e receptação de motocicletas roubadas em Rondônia	429
PF deflagra Operação Olho da Providência para combater desmatamento e invasões de terras públicas no Acre	430
Polícia Federal enfrenta núcleo de facção criminosa no Amapá	431
PF apreende caminhão com mais de 7 toneladas de maconha em Ponta Porã MS	432
PF apreende mais de 2 kg de droga em voo para a frica do Sul	433
PF recupera objeto furtado da UFRN e apreende dinheiro falso em Natal	434
Operação Cara Grande desativa casas de câmbio que atuavam clandestinamente	435
Polícia Federal apreende 3 kg de skunk no Aeroporto Internacional dos Guararapes , em Pernambuco	436
PF combate a prática ilegal de retenção de cartão de benefícios sociais e previdenciários de indígenas	437
Polícia Federal combate prática de jogos de azar , lavagem de dinheiro e evasão de divisas	438
Polícia Federal realiza apoio ao IBAMA em operação contra exploração de madeira em área protegida em Ponta Porã MS	439
PF desarticula esquema criminoso de venda de moedas falsas no Pará	440
Polícia Federal investiga suspeito de compartilhar pela internet imagens contendo abuso de criança	441
Polícia Federal deflagra Operação Shalom para investigar crimes de racismo veiculados na internet	442
Polícia Federal deflagra a Operação Nocivum contra fraudes a benefícios previdenciários na Bahia	443
PF , com apoio da Receita Federal , do Ibama e da Marinha , realiza fiscalização em porto de Belém PA	444
Polícia Federal prende foragido da Operação Enterprise	445
PF deflagra Operação Expurgo 2	446
Polícia Federal deflagra operação Kindergarten para combater desvios de recursos públicos da educação no oeste baiano	447
PF deflagra Operação Onda Certa no Rio de Janeiro	448
PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes	449
PF deflagra Operação Pente Fino no Rio de Janeiro	450
Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia	451
Polícia Federal , em ação conjunta com o Exército , desocupam garimpo em Mato Grosso	452
Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco	453
PF incinera aproximadamente 4 toneladas de drogas	454
PF apreende caminhão e embarcação carregados com cigarros contrabandeados	455
Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes	456
PF deflagra Operação Sagres no Rio de Janeiro	457
Polícia Federal fecha laboratório de falsificação de cédulas no Ceará	458
PF deflagra a terceira fase da Operação Pedágio	459
Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia	460
Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais	461
PF e BPFRON apreendem um veículo carregado com insumos para suplemento	462
Polícia Federal conclui Operação Fusarium I de erradicação de maconha	463
PF prende mulher que transportava pedras preciosas ocultadas em seu corpo	464
PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo	465
Polícia Federal deflagra nova etapa da Operação Egypto , denominada Fractais	466
Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai	467
PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios	468
Polícia Federal cumpre mandado de prisão expedido pelo STF	469
PF aprende milhares de cédulas falsas em São José do Rio Preto SP	470
PF detém mulher transportando 40 mil dólares escondidos junto ao corpo	471
Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia	472
Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT	473
PF combate desmatamento ilegal em reserva florestal no Acre .	474
PF combate crime de moeda falsa em Vilhena RO	475
PF deflagra operação para combater o tráfico de drogas sintéticas em Mato Grosso	476
Polícia Federal e Instituto Médico Legal em Alagoas realizam trabalho conjunto de identificação de cadáveres enterrados sem reconhecimento	477
PF deflagra Operação Olhos Abertos de combate à disseminação de pornografia infantil pela internet	478
PF deflagra operação para combater crimes de moeda falsa em Passo Fundo e Erechim	479
PF e autoridades francesas combatem comércio ilegal de caça na fronteira do Amapá	480
PF apreende 250 kg de cocaína no Mato Grosso	481
PF investiga homem que tem se passado por policial federal fazendo uso indevido de símbolos da corporação	482
PF apreende droga enviada pelos Correios em Petrolina PE	483
PF investiga autores de roubos a diversas agências dos Correios ocorridos no ano de 2020	484
Polícia Federal apreende 2 , 6 kg de skunk na fronteira com o Uruguai	485
PF , em ação conjunta , apreende veículo carregado com cigarros e agrotóxicos em Itaipulândia PR	486
Polícia Federal deflagra operação contra tráfico de drogas em Mato Grosso e em São Paulo	487
PF , em ação conjunta , apreende armas e munições em Santa Cruz do Capibaribe PE	488
Polícia Federal prende acusado de homicídio e de integrar facção criminosa no RN	489
Polícia Federal extradita estrangeiro procurado pela Interpol por crimes investigados no México	490
Polícia Federal faz operação no Porto do Açu , em Campos dos Goytacazes RJ	491
Polícia Federal deflagra Operação que visa investigar atos de corrupção em órgãos de proteção ambiental no Amapá	492
Polícia Federal investiga fraudes na compra de Equipamentos de Proteção Individual - EPIs no Acre	493
PF investiga organização criminosa que praticava crimes com o objetivo de liberar presos condenados pela Justiça	494
Polícia Federal combate disseminação de pornografia infantil na rede mundial de computadores	495
Polícia Federal localiza menor raptada em Valparaíso de Goiás	496
Polícia Federal , Receita Federal e IBAMA fiscalizam contêineres no Porto de Paranaguá	497
PF fecha rádio clandestina em Cordovil	498
PF investiga possível prática de crimes ambientais relacionados ao garimpo ilegal em Rondônia	499
PF , em ação integrada , apreende um veículo carregado com aproximadamente 5 mil maços de cigarros contrabandeados	500
